Ticker,Weight
LEG,0.7184376688675678
XL,0.25981725547952156
MHK,0.02174507565291081
EA,1.626320618081206e-17
CB,1.1994257409143444e-17
CMG,8.51017006505823e-18
AVGO,7.629003106158735e-18
GRMN,5.328591119033976e-18
ORLY,4.1595561542051205e-18
BAC,2.4532782912710056e-18
MS,0.0
AXP,0.0
IBM,0.0
EBAY,0.0
IT,0.0
