Ticker,Weight
LEG,0.7198217960712003
XL,0.2553576542917106
NoRisk,0.024820549637089212
CMG,4.6200565075038545e-17
AVGO,2.0140115695794735e-17
MS,1.164530858211398e-17
EA,7.289395028903908e-18
BAC,3.0491202745846867e-18
MHK,0.0
GRMN,0.0
ORLY,0.0
CB,0.0
AXP,0.0
IBM,0.0
EBAY,0.0
IT,0.0
