Ticker,Weight
LEG,0.4994359486212752
RISK_FREE,0.3151161144011708
XL,0.17572468942616992
MHK,0.009723247551384095
IT,9.714451465470119e-18
MS,6.245004513516505e-18
CMG,0.0
GRMN,0.0
ORLY,0.0
BAC,0.0
CB,0.0
AXP,0.0
IBM,0.0
EBAY,0.0
EA,0.0
AVGO,0.0
