Ticker,Weight
AXP,1.0
AVGO,0.0
BAC,0.0
CB,0.0
CMG,0.0
EA,0.0
EBAY,0.0
GRMN,0.0
IBM,0.0
IT,0.0
LEG,0.0
MHK,0.0
MS,0.0
NoRisk,0.0
ORLY,0.0
XL,0.0
