Ticker,Weight
AXP,0.2
CMG,0.2
IT,0.2
LEG,0.2
XL,0.2
AVGO,0.0
BAC,0.0
CB,0.0
EA,0.0
EBAY,0.0
GRMN,0.0
IBM,0.0
MHK,0.0
MS,0.0
NoRisk,0.0
ORLY,0.0
